c_customer_id:integer,c_name:string,c_age:integer
60415,Sara Doe,25
60416,Sara Wilson,24
60417,Jane Smith,60
60418,Sara Brown,40
60419,Tom Doe,54
60420,Sara Lee,67
60421,Tom Wilson,42
60422,Tom Taylor,24
60423,John Doe,64
60424,Jane Doe,50
60425,John Brown,20
60426,Alex Taylor,25
60427,John Brown,41
60428,Jane Taylor,25
60429,Eve Smith,56
60430,Jane Lee,63
60431,Bob Doe,44
60432,Alice Brown,26
60433,Sara Smith,42
60434,Alice Wilson,67
60435,Eve Brown,45
60436,John Brown,66
60437,Jane Doe,34
60438,Tom Wilson,53
60439,Alice Wilson,39
60440,Jane Wilson,25
60441,Alex Brown,18
60442,Sara Smith,20
60443,Sara Smith,59
60444,Jane Smith,44
60445,Bob Taylor,65
60446,Sara Doe,51
60447,Jane Lee,52
60448,John Wilson,38
60449,Jane Wilson,54
60450,Jane Lee,63
60451,Tom Taylor,59
60452,Alice Wilson,25
60453,Bob Brown,43
60454,Jane Wilson,54
60455,Alice Brown,54
60456,Alex Doe,18
60457,Alice Lee,52
60458,Jane Taylor,61
60459,Alex Smith,52
60460,Sara Brown,48
60461,Alex Taylor,22
60462,Eve Doe,19
60463,Alex Taylor,44
60464,Bob Wilson,53
60465,John Lee,21
60466,Alex Lee,41
60467,Tom Taylor,57
60468,Bob Smith,53
60469,Sara Wilson,53
60470,Sara Smith,52
60471,Eve Smith,53
60472,Alice Brown,58
60473,Eve Wilson,23
60474,Tom Wilson,33
60475,Jane Brown,58
60476,Alex Smith,40
60477,John Wilson,31
60478,Sara Brown,43
60479,Tom Lee,28
60480,Sara Doe,57
60481,Alice Wilson,54
60482,Tom Smith,36
60483,Tom Lee,66
60484,Alex Doe,31
60485,Tom Taylor,18
60486,Eve Lee,37
60487,Tom Brown,54
60488,Bob Wilson,62
60489,John Doe,62
60490,Tom Wilson,28
60491,Alice Wilson,47
60492,Bob Taylor,52
60493,John Lee,56
60494,Bob Wilson,33
60495,Tom Wilson,37
60496,Eve Wilson,41
60497,Alex Doe,31
60498,Alex Smith,22
60499,Alex Wilson,55
60500,Alice Smith,40
60501,Eve Doe,58
60502,Alice Brown,37
60503,Sara Taylor,27
60504,Bob Wilson,20
60505,Bob Brown,24
60506,Eve Taylor,37
60507,Alex Doe,35
60508,Alex Smith,67
60509,Eve Lee,65
60510,Bob Brown,29
60511,Tom Taylor,42
60512,Sara Wilson,61
60513,Alice Taylor,48
60514,Sara Brown,66
60515,Jane Smith,61
60516,Tom Smith,22
60517,Tom Wilson,50
60518,Jane Lee,41
60519,Tom Doe,64
60520,Jane Wilson,64
60521,Alex Lee,21
60522,Alex Doe,35
60523,Alex Taylor,27
60524,John Lee,62
60525,Bob Doe,63
60526,Tom Smith,66
60527,Eve Taylor,37
60528,Alice Lee,19
60529,Alice Brown,52
60530,Alice Wilson,33
60531,Bob Smith,30
60532,Sara Wilson,47
60533,Sara Brown,18
60534,Sara Doe,40
60535,Tom Wilson,47
60536,Alex Lee,28
60537,Sara Doe,28
60538,Sara Wilson,53
60539,Sara Taylor,49
60540,Tom Smith,37
60541,Sara Taylor,49
60542,Sara Lee,35
60543,John Smith,24
60544,Jane Smith,54
60545,Bob Brown,52
60546,Alex Brown,51
60547,Alice Taylor,54
60548,John Lee,46
60549,Sara Brown,53
60550,Bob Wilson,30
60551,Sara Wilson,20
60552,Alice Doe,22
60553,John Wilson,25
60554,Tom Lee,39
60555,Eve Taylor,59
60556,Bob Smith,30
60557,Alex Doe,27
60558,Sara Lee,29
60559,John Brown,47
60560,Jane Taylor,40
60561,Jane Lee,33
60562,Jane Doe,29
60563,John Wilson,59
60564,Alex Taylor,63
60565,Alice Smith,43
60566,John Lee,67
60567,Alice Lee,18
60568,Bob Brown,46
60569,Jane Smith,37
60570,John Taylor,48
60571,Sara Lee,49
60572,Sara Wilson,36
60573,Bob Lee,63
60574,Eve Brown,42
60575,Sara Smith,27
60576,Tom Taylor,49
60577,Jane Brown,25
60578,Bob Lee,28
60579,Sara Lee,46
60580,Jane Lee,49
60581,Tom Brown,63
60582,Sara Taylor,49
60583,Tom Lee,35
60584,Tom Wilson,50
60585,Alex Brown,36
60586,Eve Taylor,56
60587,Tom Smith,56
60588,Tom Smith,63
60589,Jane Doe,23
60590,Bob Smith,64
60591,Tom Smith,67
60592,Sara Taylor,21
60593,John Taylor,52
60594,Sara Lee,43
60595,Sara Lee,58
60596,Alex Brown,51
60597,John Smith,31
60598,John Lee,52
60599,Jane Doe,49
60600,Eve Smith,25
60601,Alex Brown,52
60602,Jane Doe,36
60603,Alex Wilson,49
60604,John Wilson,32
60605,John Wilson,40
60606,Jane Wilson,41
60607,Eve Brown,19
60608,Jane Smith,47
60609,Alice Lee,22
60610,Sara Smith,49
60611,Jane Lee,28
60612,Alice Wilson,53
60613,Bob Lee,49
60614,Bob Doe,25
60615,Jane Taylor,19
60616,Jane Taylor,22
60617,Alex Smith,45
60618,Eve Smith,57
60619,John Taylor,44
60620,Alice Smith,35
60621,Bob Wilson,52
60622,John Smith,22
60623,Sara Lee,45
60624,Tom Doe,54
60625,Bob Brown,22
60626,Alex Smith,38
60627,John Smith,64
60628,Alex Taylor,55
60629,Tom Brown,39
60630,Jane Smith,56
60631,Bob Lee,40
60632,Alex Brown,46
60633,Sara Taylor,32
60634,Jane Wilson,42
60635,John Wilson,39
60636,Tom Smith,66
60637,Bob Doe,33
60638,Sara Brown,36
60639,John Doe,29
60640,Bob Wilson,25
60641,Tom Doe,37
60642,John Brown,52
60643,John Wilson,25
60644,Alex Brown,55
60645,Eve Taylor,62
60646,Bob Brown,66
60647,Eve Brown,67
60648,Eve Wilson,44
60649,Jane Lee,25
60650,Jane Wilson,29
60651,John Doe,54
60652,Eve Brown,32
60653,Bob Brown,44
60654,Alice Brown,57
60655,Tom Wilson,23
60656,Tom Wilson,32
60657,Alex Lee,50
60658,Eve Brown,40
60659,John Smith,35
60660,Eve Lee,62
60661,Eve Wilson,52
60662,Sara Wilson,67
60663,Eve Brown,26
60664,Bob Wilson,45
60665,Eve Lee,50
60666,Tom Lee,32
60667,John Lee,38
60668,Sara Brown,29
60669,Jane Wilson,44
60670,Sara Smith,52
60671,John Smith,42
60672,Jane Brown,41
60673,Bob Doe,44
60674,Bob Wilson,19
60675,Eve Smith,24
60676,John Lee,57
60677,Sara Smith,50
60678,Alice Taylor,53
60679,Jane Taylor,39
60680,Alice Doe,46
60681,Eve Doe,20
60682,Sara Brown,38
60683,Bob Taylor,46
60684,Bob Doe,39
60685,Jane Lee,21
60686,John Wilson,63
60687,Eve Lee,18
60688,Tom Taylor,54
60689,Alice Wilson,63
60690,Jane Wilson,58
60691,John Smith,44
60692,Alice Lee,41
60693,Jane Doe,41
60694,Tom Doe,47
60695,Alex Wilson,51
60696,Alex Wilson,41
60697,Jane Doe,39
60698,Alex Brown,22
60699,Alice Doe,61
60700,Tom Brown,33
60701,Jane Taylor,36
60702,Jane Doe,65
60703,Jane Wilson,56
60704,Eve Brown,40
60705,Jane Smith,20
60706,John Smith,27
60707,Bob Taylor,34
60708,Alice Brown,33
60709,John Brown,60
60710,Jane Doe,50
60711,Jane Doe,28
60712,Alice Taylor,50
60713,Tom Brown,62
60714,Bob Doe,57
60715,Alex Lee,35
60716,Alex Taylor,39
60717,Sara Taylor,54
60718,Sara Lee,60
60719,Tom Doe,62
60720,Tom Doe,44
60721,Tom Taylor,66
60722,Eve Taylor,61
60723,Jane Doe,25
60724,Alice Brown,23
60725,Alex Brown,40
60726,Sara Doe,28
60727,Alex Doe,30
60728,Sara Lee,29
60729,Bob Taylor,46
60730,Eve Taylor,46
60731,Jane Lee,60
60732,Eve Smith,65
60733,Jane Brown,32
60734,Sara Smith,34
60735,Tom Brown,47
60736,Tom Doe,25
60737,Alex Taylor,64
60738,John Taylor,66
60739,Eve Wilson,56
60740,John Taylor,18
60741,Eve Taylor,46
60742,Alex Doe,53
60743,Jane Smith,42
60744,Sara Lee,36
60745,Tom Lee,29
60746,Jane Wilson,40
60747,Bob Brown,19
60748,Alex Doe,67
60749,John Taylor,52
60750,Sara Wilson,60
60751,Tom Lee,62
60752,Bob Taylor,49
60753,John Doe,30
60754,Alex Smith,47
60755,Eve Brown,21
60756,Alex Smith,50
60757,John Lee,39
60758,John Doe,50
60759,Jane Taylor,45
60760,John Lee,45
60761,Bob Brown,20
60762,John Smith,62
60763,Jane Doe,19
60764,John Smith,28
60765,Tom Brown,42
60766,Alice Taylor,35
60767,John Doe,21
60768,Sara Brown,34
60769,Bob Wilson,67
60770,Jane Wilson,30
60771,John Smith,21
60772,Alice Wilson,38
60773,John Lee,23
60774,John Doe,40
60775,Alex Taylor,27
60776,Bob Doe,48
60777,Jane Lee,36
60778,Alex Wilson,67
60779,Alice Wilson,21
60780,John Brown,34
60781,Bob Taylor,55
60782,John Taylor,50
60783,Sara Lee,20
60784,Alice Lee,52
60785,Sara Lee,47
60786,Bob Brown,30
60787,Jane Wilson,40
60788,John Wilson,28
60789,Sara Lee,46
60790,Sara Lee,58
60791,Alex Smith,23
60792,Eve Doe,40
60793,Alice Brown,60
60794,Sara Wilson,47
60795,Eve Brown,53
60796,Jane Taylor,21
60797,Sara Brown,25
60798,John Wilson,57
60799,Tom Brown,50
60800,John Doe,64
60801,Alex Wilson,34
60802,Tom Lee,19
60803,Eve Smith,30
60804,Alice Brown,62
60805,Alex Wilson,30
60806,Eve Smith,30
60807,Eve Brown,37
60808,Alice Wilson,18
60809,Alex Taylor,54
60810,Sara Smith,36
60811,Eve Lee,36
60812,Sara Smith,41
60813,Eve Wilson,26
60814,Eve Doe,20
60815,Bob Wilson,36
60816,John Taylor,63
60817,Alex Smith,35
60818,Alice Taylor,57
60819,Jane Lee,51
60820,John Smith,62
60821,Tom Doe,33
60822,Alex Wilson,35
60823,Jane Brown,60
60824,Alex Taylor,21
60825,Sara Doe,47
60826,Sara Lee,49
60827,Sara Brown,33
60828,Tom Smith,44
60829,John Brown,23
60830,Alex Lee,21
60831,Eve Lee,24
60832,Eve Wilson,36
60833,Alex Doe,62
60834,John Doe,47
60835,Jane Wilson,28
60836,Alex Doe,36
60837,Sara Lee,29
60838,Alex Brown,61
60839,Jane Brown,63
60840,Alex Taylor,44
60841,Alex Smith,37
60842,Bob Lee,19
60843,Bob Brown,39
60844,Tom Lee,55
60845,Sara Smith,61
60846,Alex Brown,50
60847,Eve Doe,61
60848,John Taylor,19
60849,John Brown,46
60850,Eve Brown,42
60851,Jane Wilson,46
60852,John Brown,54
60853,John Lee,44
60854,Eve Wilson,39
60855,Alex Wilson,32
60856,John Taylor,64
60857,Jane Wilson,37
60858,Tom Taylor,25
60859,Jane Wilson,34
60860,Eve Wilson,63
60861,Tom Smith,40
60862,Alice Doe,22
60863,Eve Taylor,59
60864,Eve Doe,28
60865,John Brown,37
60866,Tom Wilson,61
60867,Sara Smith,20
60868,John Brown,52
60869,Jane Smith,21
60870,Bob Wilson,63
60871,John Wilson,43
60872,John Doe,45
60873,Tom Lee,33
60874,Eve Smith,59
60875,Jane Lee,48
60876,Sara Smith,65
60877,Bob Brown,37
60878,Jane Brown,50
60879,Sara Taylor,27
60880,Bob Brown,21
60881,Alex Wilson,22
60882,Alex Doe,44
60883,Alice Wilson,34
60884,Jane Lee,18
60885,Tom Wilson,54
60886,Sara Taylor,43
60887,Bob Wilson,21
60888,Sara Brown,20
60889,Jane Wilson,41
60890,Sara Brown,24
60891,Tom Lee,42
60892,Eve Wilson,40
60893,Jane Wilson,47
60894,Sara Doe,23
60895,Alice Lee,47
60896,Alex Taylor,49
60897,Tom Doe,30
60898,Sara Brown,43
60899,Tom Lee,20
60900,Alex Doe,48
60901,John Smith,44
60902,Alice Doe,56
60903,Alex Doe,38
60904,Bob Lee,56
60905,Bob Wilson,53
60906,Eve Lee,56
60907,John Wilson,49
60908,Tom Taylor,56
60909,Alice Doe,51
60910,Tom Lee,56
60911,Sara Brown,45
60912,Eve Doe,29
60913,Alice Taylor,21
60914,Sara Wilson,52
60915,Eve Lee,66
60916,Jane Taylor,65
60917,John Brown,53
60918,Bob Wilson,57
60919,Eve Smith,53
60920,Sara Doe,20
60921,Jane Taylor,57
60922,Tom Wilson,21
60923,John Wilson,48
60924,Alex Smith,60
60925,Alice Lee,59
60926,Jane Smith,26
60927,Alice Lee,26
60928,Alice Doe,56
60929,Alice Doe,47
60930,Tom Brown,58
60931,Tom Wilson,49
60932,Alex Lee,28
60933,Eve Doe,42
60934,Bob Taylor,56
60935,Tom Doe,44
60936,Eve Lee,41
60937,Alice Doe,49
60938,Alice Lee,23
60939,Alice Doe,67
60940,Alice Brown,23
60941,Alice Doe,53
60942,Eve Wilson,23
60943,Sara Taylor,23
60944,John Brown,38
60945,Alex Taylor,19
60946,Bob Brown,52
60947,Alex Smith,23
60948,Bob Wilson,51
60949,Sara Smith,46
60950,John Wilson,62
60951,Jane Doe,64
60952,Bob Taylor,59
60953,Sara Taylor,41
60954,Bob Lee,39
60955,Bob Brown,50
60956,Jane Doe,50
60957,Jane Taylor,57
60958,Alice Doe,52
60959,Eve Taylor,53
60960,John Wilson,33
60961,John Brown,38
60962,Alice Smith,65
60963,Tom Taylor,19
60964,John Brown,29
60965,Sara Doe,60
60966,Tom Wilson,24
60967,Bob Smith,18
60968,Alice Lee,33
60969,Eve Smith,33
60970,John Smith,33
60971,Eve Wilson,21
60972,Alice Lee,41
60973,Jane Lee,36
60974,Alex Smith,37
60975,Bob Brown,27
60976,Eve Smith,21
60977,John Lee,49
60978,Bob Taylor,33
60979,Bob Lee,54
60980,Eve Wilson,56
60981,Tom Doe,40
60982,Alex Brown,44
60983,Jane Taylor,40
60984,Bob Taylor,35
60985,Alice Doe,42
60986,Bob Lee,66
60987,Alice Brown,31
60988,Sara Doe,63
60989,Sara Wilson,31
60990,Eve Taylor,55
60991,Tom Wilson,62
60992,Jane Taylor,27
60993,Jane Lee,43
60994,John Wilson,51
60995,Jane Smith,51
60996,Sara Lee,49
60997,Alice Wilson,21
60998,Tom Brown,61
60999,Tom Smith,22
61000,Jane Smith,64
61001,Alice Taylor,51
61002,Eve Smith,45
61003,John Taylor,53
61004,Eve Brown,65
61005,Eve Wilson,36
61006,Bob Smith,56
61007,John Brown,59
61008,Eve Taylor,42
61009,Jane Taylor,57
61010,Alice Brown,45
61011,John Taylor,60
61012,Tom Brown,66
61013,Eve Doe,27
61014,Alex Brown,62
61015,Jane Wilson,59
61016,Alice Doe,45
61017,Alice Brown,61
61018,Bob Brown,29
61019,Jane Doe,51
61020,Alex Smith,33
61021,John Taylor,23
61022,Alex Lee,23
61023,Eve Brown,62
61024,John Taylor,53
61025,Jane Smith,21
61026,Sara Lee,27
61027,Tom Doe,33
61028,Eve Doe,35
61029,Bob Doe,59
61030,Jane Doe,67
61031,Bob Doe,67
61032,Jane Brown,53
61033,Bob Doe,53
61034,Alice Taylor,58
61035,Bob Doe,39
61036,Alice Smith,64
61037,Jane Smith,33
61038,Jane Brown,38
61039,Bob Lee,40
61040,Eve Brown,34
61041,Alex Lee,51
61042,Jane Taylor,52
61043,Bob Smith,32
61044,Tom Taylor,33
61045,Jane Taylor,60
61046,Bob Brown,65
61047,Alice Taylor,65
61048,Jane Taylor,26
61049,Bob Smith,32
61050,John Doe,35
61051,Eve Doe,29
61052,Jane Taylor,37
61053,Eve Doe,18
61054,Eve Lee,26
61055,Alice Taylor,53
61056,Jane Wilson,34
61057,John Wilson,35
61058,Jane Brown,28
61059,Bob Taylor,26
61060,John Brown,55
61061,Jane Doe,55
61062,Jane Lee,57
61063,Eve Lee,41
61064,John Doe,41
61065,Alex Wilson,37
61066,John Brown,54
61067,Alex Smith,58
61068,Sara Brown,18
61069,John Taylor,29
61070,Alice Taylor,43
61071,Alex Taylor,20
61072,Sara Lee,24
61073,Tom Smith,52
61074,Tom Brown,56
61075,Alice Smith,58
61076,Tom Taylor,50
61077,Bob Doe,41
61078,Alice Taylor,32
61079,Jane Wilson,67
61080,Alex Lee,24
61081,Alice Smith,25
61082,Eve Wilson,43
61083,Sara Lee,57
61084,John Taylor,56
61085,Alice Taylor,53
61086,Sara Doe,56
61087,Bob Lee,28
61088,Jane Smith,42
61089,John Wilson,59
61090,Eve Taylor,40
61091,Bob Lee,49
61092,Eve Lee,65
61093,Sara Wilson,66
61094,Bob Lee,52
61095,Tom Brown,48
61096,Eve Smith,35
61097,Bob Lee,52
61098,Bob Doe,26
61099,Eve Doe,51
61100,Alex Doe,43
61101,Alice Wilson,22
61102,Sara Doe,58
61103,Alex Taylor,58
61104,John Taylor,45
61105,Alice Smith,18
61106,Eve Smith,39
61107,Eve Brown,41
61108,Alex Wilson,42
61109,Eve Doe,36
61110,Tom Brown,24
61111,Tom Brown,43
61112,Alice Doe,54
61113,Alice Wilson,23
61114,Tom Taylor,52
61115,Sara Smith,41
61116,Jane Smith,20
61117,Tom Smith,30
61118,Alice Smith,56
61119,Bob Lee,57
61120,Jane Smith,37
61121,Alex Smith,48
61122,Bob Brown,28
61123,Bob Smith,65
61124,Tom Taylor,38
61125,Alice Brown,64
61126,John Lee,48
61127,Eve Taylor,50
61128,Bob Taylor,51
61129,Alex Lee,44
61130,Sara Brown,23
61131,John Brown,57
61132,Tom Taylor,40
61133,Jane Brown,48
61134,Sara Brown,65
61135,Jane Smith,57
61136,Alice Wilson,47
61137,John Lee,41
61138,Eve Doe,48
61139,Alice Smith,67
61140,Jane Taylor,27
61141,Eve Wilson,39
61142,Tom Doe,59
61143,Tom Doe,66
61144,Sara Doe,65
61145,Alice Taylor,66
61146,Bob Smith,44
61147,Jane Doe,42
61148,Eve Smith,55
61149,Alice Wilson,32
61150,Bob Taylor,48
61151,Bob Lee,38
61152,Eve Lee,27
61153,Eve Brown,28
61154,John Lee,37
61155,Jane Smith,35
61156,Alice Lee,26
61157,Tom Lee,24
61158,John Taylor,42
61159,Jane Wilson,32
61160,Alex Brown,56
61161,Bob Smith,35
61162,Eve Wilson,46
61163,Alex Smith,46
61164,John Taylor,27
61165,Eve Lee,32
61166,John Taylor,29
61167,Alice Smith,23
61168,Alex Smith,52
61169,Alex Wilson,23
61170,John Doe,37
61171,Bob Smith,35
61172,Sara Doe,55
61173,John Lee,42
61174,Tom Brown,22
61175,Alice Smith,20
61176,John Doe,25
61177,Alice Wilson,18
61178,Eve Taylor,26
61179,Eve Brown,63
61180,Tom Brown,37
61181,Jane Taylor,44
61182,Alex Lee,30
61183,Bob Taylor,48
61184,Tom Doe,49
61185,Tom Smith,35
61186,Jane Wilson,49
61187,Jane Doe,44
61188,Bob Doe,25
61189,Tom Smith,46
61190,Sara Lee,67
61191,Tom Taylor,50
61192,Sara Brown,21
61193,Tom Taylor,43
61194,Tom Brown,58
61195,Alex Taylor,63
61196,John Wilson,25
61197,Bob Smith,57
61198,Jane Doe,55
61199,Alice Doe,53
61200,Bob Taylor,66
61201,Alice Doe,44
61202,Alex Brown,47
61203,Bob Brown,25
61204,John Smith,38
61205,Sara Wilson,55
61206,Alice Doe,35
61207,Jane Smith,54
61208,John Taylor,61
61209,John Smith,22
61210,Eve Wilson,61
61211,Sara Doe,39
61212,Jane Lee,58
61213,John Wilson,38
61214,John Brown,54
61215,Alice Doe,59
61216,Alex Wilson,67
61217,Eve Wilson,54
61218,Jane Brown,60
61219,Jane Lee,27
61220,Alex Brown,33
61221,Alice Smith,50
61222,Sara Brown,35
61223,Alex Taylor,51
61224,Alice Wilson,28
61225,Jane Taylor,23
61226,Alex Taylor,51
61227,Alex Wilson,30
61228,Tom Wilson,38
61229,Alice Smith,18
61230,Alice Lee,58
61231,Jane Brown,22
61232,Alex Wilson,32
61233,Jane Lee,26
61234,Eve Wilson,59
61235,John Smith,26
61236,Sara Lee,34
61237,Eve Doe,35
61238,Eve Wilson,54
61239,Alex Brown,18
61240,Bob Brown,22
61241,John Lee,39
61242,Tom Wilson,40
61243,Sara Taylor,51
61244,Tom Brown,19
61245,Alice Wilson,58
61246,Bob Lee,50
61247,Alex Brown,34
61248,Sara Taylor,31
61249,Tom Lee,29
61250,Jane Brown,19
61251,Tom Wilson,19
61252,Alice Lee,31
61253,Jane Wilson,58
61254,Alex Doe,46
61255,Jane Smith,62
61256,Tom Smith,54
61257,John Doe,60
61258,Eve Lee,62
61259,Sara Lee,66
61260,Bob Lee,58
61261,Tom Taylor,25
61262,Eve Lee,21
61263,Sara Smith,36
61264,Jane Brown,66
61265,John Smith,26
61266,Bob Lee,22
61267,John Lee,54
61268,Jane Lee,22
61269,Jane Lee,25
61270,Bob Smith,45
61271,Sara Wilson,41
61272,Tom Taylor,66
61273,Bob Lee,63
61274,Sara Doe,60
61275,John Brown,20
61276,Jane Smith,18
61277,Tom Wilson,67
61278,John Doe,27
61279,Sara Taylor,63
61280,Sara Lee,48
61281,Alex Brown,35
61282,Tom Brown,18
61283,Jane Wilson,29
61284,Alice Smith,49
61285,Eve Wilson,26
61286,Sara Taylor,54
61287,Tom Taylor,53
61288,Sara Brown,50
61289,Eve Brown,30
61290,Sara Taylor,48
61291,Eve Lee,37
61292,Alice Doe,19
61293,Alex Doe,38
61294,Jane Lee,52
61295,Alex Taylor,33
61296,Tom Brown,56
61297,John Doe,44
61298,Bob Doe,55
61299,Tom Wilson,48
61300,Alex Smith,54
61301,Jane Brown,20
61302,Alice Wilson,26
61303,Bob Brown,46
61304,Alice Doe,38
61305,Jane Lee,52
61306,Alice Wilson,41
61307,Sara Lee,51
61308,Tom Smith,56
61309,John Brown,38
61310,Sara Doe,55
61311,John Doe,20
61312,Jane Smith,53
61313,Alice Taylor,25
61314,Alex Lee,26
61315,John Lee,46
61316,Jane Lee,63
61317,Jane Wilson,30
61318,Alex Doe,47
61319,John Lee,27
61320,John Smith,37
61321,Tom Lee,58
61322,Eve Doe,36
61323,Alice Taylor,46
61324,Jane Smith,63
61325,Tom Taylor,65
61326,John Doe,32
61327,Alex Lee,59
61328,Tom Taylor,53
61329,Sara Smith,30
61330,Jane Smith,34
61331,Eve Smith,34
61332,Alex Smith,26
61333,Bob Doe,26
61334,John Brown,22
61335,Jane Taylor,31
61336,Tom Brown,31
61337,Jane Wilson,25
61338,Sara Wilson,34
61339,Tom Lee,22
61340,Alice Doe,53
61341,Bob Smith,23
61342,Alice Lee,28
61343,Eve Lee,57
61344,Tom Brown,49
61345,Bob Lee,28
61346,Alex Taylor,46
61347,Eve Wilson,47
61348,John Wilson,22
61349,Sara Brown,59
61350,Alex Brown,26
61351,Bob Lee,33
61352,Bob Doe,19
61353,Eve Smith,52
61354,Jane Brown,49
61355,Alice Taylor,64
61356,Alex Wilson,43
61357,Alex Lee,41
61358,Bob Taylor,67
61359,Jane Taylor,44
61360,Sara Smith,64
61361,Alex Wilson,45
61362,Jane Lee,44
61363,John Smith,21
61364,Alex Doe,23
61365,John Lee,59
61366,Jane Taylor,29
61367,Bob Wilson,26
61368,Sara Wilson,67
61369,Alex Wilson,54
61370,Tom Wilson,25
61371,Jane Taylor,21
61372,Alex Wilson,35
61373,Alex Doe,54
61374,Tom Brown,28
61375,John Brown,63
61376,Tom Lee,45
61377,Sara Brown,23
61378,Bob Lee,24
61379,Alice Doe,44
61380,Tom Doe,48
61381,Jane Wilson,38
61382,John Brown,61
61383,Eve Smith,51
61384,Eve Smith,46
61385,Jane Wilson,26
61386,Eve Wilson,24
61387,John Doe,26
61388,Jane Wilson,34
61389,Eve Smith,45
61390,Eve Taylor,33
61391,Tom Lee,27
61392,Tom Lee,64
61393,John Taylor,19
61394,Eve Wilson,58
61395,Eve Doe,22
61396,Bob Brown,65
61397,Alex Wilson,67
61398,Alex Brown,49
61399,John Smith,37
61400,Alice Doe,19
61401,Jane Brown,45
61402,Jane Wilson,38
61403,Eve Smith,31
61404,Alex Wilson,67
61405,John Brown,20
61406,Eve Lee,35
61407,Eve Wilson,26
61408,Bob Wilson,65
61409,Alex Brown,35
61410,John Taylor,39
61411,Sara Brown,58
61412,Eve Smith,35
61413,John Doe,23
61414,Jane Taylor,44
61415,Eve Doe,47
61416,Jane Lee,37
61417,Eve Brown,55
61418,Bob Lee,50
61419,Jane Smith,67
61420,Eve Smith,38
61421,Tom Lee,28
61422,Sara Taylor,55
61423,Alex Brown,63
61424,Alice Taylor,50
61425,Jane Doe,36
61426,Eve Doe,55
61427,Jane Taylor,50
61428,Alex Wilson,39
61429,Alex Doe,63
61430,Sara Lee,46
61431,Bob Doe,24
61432,John Lee,26
61433,Tom Brown,25
61434,Tom Doe,33
61435,Jane Doe,44
61436,Alice Lee,63
61437,Alex Wilson,40
61438,Tom Smith,19
61439,Tom Lee,53
61440,John Lee,51
61441,Tom Brown,26
61442,Bob Doe,36
61443,Sara Smith,47
61444,Sara Doe,60
61445,Tom Brown,32
61446,John Doe,61
61447,Tom Taylor,63
61448,Alex Taylor,36
61449,Jane Smith,23
61450,John Lee,49
61451,John Wilson,52
61452,Alice Smith,43
61453,John Wilson,26
61454,Sara Doe,49
61455,Alice Brown,26
61456,Sara Lee,48
61457,Bob Taylor,29
61458,Sara Wilson,44
61459,Alice Smith,54
61460,Jane Wilson,39
61461,John Wilson,22
61462,Tom Lee,36
61463,Tom Taylor,25
61464,Tom Smith,54
61465,Alex Taylor,19
61466,John Wilson,50
61467,Bob Taylor,49
61468,Bob Taylor,49
61469,Jane Brown,42
61470,Alice Brown,33
61471,John Lee,38
61472,Tom Taylor,44
61473,Eve Smith,24
61474,Alex Doe,42
61475,Jane Smith,60
61476,Bob Wilson,31
61477,Tom Taylor,39
61478,Eve Brown,63
61479,Eve Lee,23
61480,Alex Brown,51
61481,Eve Doe,39
61482,John Doe,40
61483,Sara Doe,24
61484,Alex Wilson,25
61485,Alice Taylor,63
61486,Sara Lee,62
61487,Jane Taylor,59
61488,Jane Taylor,37
61489,Bob Brown,35
61490,John Wilson,35
61491,Jane Wilson,53
61492,Tom Doe,33
61493,Alice Lee,29
61494,Eve Doe,34
61495,Sara Taylor,50
61496,John Doe,22
61497,Sara Brown,35
61498,Sara Brown,26
61499,Jane Doe,34
61500,Alice Doe,41
61501,Alex Lee,61
61502,Sara Lee,31
61503,Tom Wilson,39
61504,Sara Lee,49
61505,John Taylor,51
61506,Sara Taylor,28
61507,Tom Lee,47
61508,Bob Smith,22
61509,John Lee,42
61510,Bob Taylor,18
61511,Jane Brown,57
61512,Sara Taylor,58
61513,John Taylor,59
61514,Bob Lee,18
61515,Tom Brown,40
61516,Eve Wilson,54
61517,Jane Taylor,55
61518,Sara Lee,67
61519,Tom Wilson,59
61520,Sara Smith,27
61521,Bob Wilson,40
61522,Alice Smith,19
61523,Eve Lee,34
61524,Alex Taylor,32
61525,John Doe,18
61526,John Smith,50
61527,John Brown,31
61528,Sara Wilson,67
61529,Alice Taylor,27
61530,Alice Brown,47
61531,Alice Doe,60
61532,Eve Lee,36
61533,Sara Brown,22
61534,Tom Doe,53
61535,Tom Taylor,62
61536,Bob Doe,37
61537,Alice Taylor,31
61538,John Smith,51
61539,Sara Taylor,31
61540,Eve Taylor,30
61541,Jane Smith,27
61542,Jane Brown,48
61543,Jane Brown,57
61544,Alice Brown,50
61545,Alice Doe,65
61546,Sara Taylor,41
61547,Bob Brown,45
61548,Tom Taylor,61
61549,Alex Taylor,52
61550,Bob Smith,25
61551,Eve Lee,58
61552,Alice Smith,59
61553,Bob Lee,38
61554,Tom Taylor,25
61555,Alex Lee,42
61556,Tom Doe,49
61557,Sara Doe,41
61558,Alice Smith,62
61559,Eve Wilson,26
61560,Bob Smith,36
61561,Alex Wilson,30
61562,Tom Brown,56
61563,John Brown,61
61564,Tom Doe,58
61565,Jane Doe,51
61566,Jane Doe,25
61567,Alex Smith,48
61568,Alice Doe,29
61569,John Lee,58
61570,Bob Brown,40
61571,Eve Brown,54
61572,Bob Brown,67
